idiom,part_of_speech,word_url
shoot first and ask questions later,verb,https://en.wiktionary.org/wiki/shoot_first_and_ask_questions_later#English
shoot holes,verb,https://en.wiktionary.org/wiki/shoot_holes#English
shoot off,verb,https://en.wiktionary.org/wiki/shoot_off#English
shoot the boots,verb,https://en.wiktionary.org/wiki/shoot_the_boots#English
shoot down,verb,https://en.wiktionary.org/wiki/shoot_down#English
shoot 'em up,noun,https://en.wiktionary.org/wiki/shoot_'em_up#English
shoot from the lip,verb,https://en.wiktionary.org/wiki/shoot_from_the_lip#English
shoot off at the mouth,verb,https://en.wiktionary.org/wiki/shoot_off_at_the_mouth#English
shoot one's bolt,verb,https://en.wiktionary.org/wiki/shoot_one's_bolt#English
shoot oneself in the foot,verb,https://en.wiktionary.org/wiki/shoot_oneself_in_the_foot#English
shoot one's load,verb,https://en.wiktionary.org/wiki/shoot_one's_load#English
shoot the breeze,verb,https://en.wiktionary.org/wiki/shoot_the_breeze#English
shoot the bull,verb,https://en.wiktionary.org/wiki/shoot_the_bull#English
shoot the messenger,verb,https://en.wiktionary.org/wiki/shoot_the_messenger#English
short-sheet,verb,https://en.wiktionary.org/wiki/short-sheet#English
short end of the stick,noun,https://en.wiktionary.org/wiki/short_end_of_the_stick#English
short fuse,noun,https://en.wiktionary.org/wiki/short_fuse#English
short hairs,noun,https://en.wiktionary.org/wiki/short_hairs#English
short leash,noun,https://en.wiktionary.org/wiki/short_leash#English
short of a length,adjective,https://en.wiktionary.org/wiki/short_of_a_length#English
short on looks,adjective,https://en.wiktionary.org/wiki/short_on_looks#English
short strokes,noun,https://en.wiktionary.org/wiki/short_strokes#English
short temper,noun,https://en.wiktionary.org/wiki/short_temper#English
shot heard round the world,phrase,https://en.wiktionary.org/wiki/shot_heard_round_the_world#English
shot across the bow,noun,https://en.wiktionary.org/wiki/shot_across_the_bow#English
shotgun approach,noun,https://en.wiktionary.org/wiki/shotgun_approach#English
shotgun wedding,noun,https://en.wiktionary.org/wiki/shotgun_wedding#English
shot in the dark,noun,https://en.wiktionary.org/wiki/shot_in_the_dark#English
shots fired,interjection,https://en.wiktionary.org/wiki/shots_fired#English
shoulder to cry on,noun,https://en.wiktionary.org/wiki/shoulder_to_cry_on#English
shove it up your ass,verb,https://en.wiktionary.org/wiki/shove_it_up_your_ass#English
shove something down someone's throat,verb,https://en.wiktionary.org/wiki/shove_something_down_someone's_throat#English
show one's butt,verb,https://en.wiktionary.org/wiki/show_one's_butt#English
show one's teeth,verb,https://en.wiktionary.org/wiki/show_one's_teeth#English
show someone one's etchings,verb,https://en.wiktionary.org/wiki/show_someone_one's_etchings#English
show who's boss,verb,https://en.wiktionary.org/wiki/show_who's_boss#English
show a clean pair of heels,verb,https://en.wiktionary.org/wiki/show_a_clean_pair_of_heels#English
show a leg,verb,https://en.wiktionary.org/wiki/show_a_leg#English
show ankle,verb,https://en.wiktionary.org/wiki/show_ankle#English
shower down,verb,https://en.wiktionary.org/wiki/shower_down#English
show off,noun,https://en.wiktionary.org/wiki/show_off#English
show one's cards,verb,https://en.wiktionary.org/wiki/show_one's_cards#English
show one's true stripes,verb,https://en.wiktionary.org/wiki/show_one's_true_stripes#English
show someone the door,verb,https://en.wiktionary.org/wiki/show_someone_the_door#English
show the flag,verb,https://en.wiktionary.org/wiki/show_the_flag#English
show up,verb,https://en.wiktionary.org/wiki/show_up#English
shrinking violet,noun,https://en.wiktionary.org/wiki/shrinking_violet#English
shuffle off this mortal coil,verb,https://en.wiktionary.org/wiki/shuffle_off_this_mortal_coil#English
shut my mouth,interjection,https://en.wiktionary.org/wiki/shut_my_mouth#English
shut one's eyes,verb,https://en.wiktionary.org/wiki/shut_one's_eyes#English
shut one's eyes and think of England,verb,https://en.wiktionary.org/wiki/shut_one's_eyes_and_think_of_England#English
shut one's gob,verb,https://en.wiktionary.org/wiki/shut_one's_gob#English
shut one's trap,verb,https://en.wiktionary.org/wiki/shut_one's_trap#English
shut the door on,verb,https://en.wiktionary.org/wiki/shut_the_door_on#English
shut one's face,verb,https://en.wiktionary.org/wiki/shut_one's_face#English
shut one's mouth,verb,https://en.wiktionary.org/wiki/shut_one's_mouth#English
shy bladder,noun,https://en.wiktionary.org/wiki/shy_bladder#English
sick as a parrot,adjective,https://en.wiktionary.org/wiki/sick_as_a_parrot#English
sick at heart,adjective,https://en.wiktionary.org/wiki/sick_at_heart#English
sick list,noun,https://en.wiktionary.org/wiki/sick_list#English
sick note,noun,https://en.wiktionary.org/wiki/sick_note#English
sick to the back teeth,phrase,https://en.wiktionary.org/wiki/sick_to_the_back_teeth#English
sick and tired,adjective,https://en.wiktionary.org/wiki/sick_and_tired#English
sick man,noun,https://en.wiktionary.org/wiki/sick_man#English
sick puppy,noun,https://en.wiktionary.org/wiki/sick_puppy#English
side issue,noun,https://en.wiktionary.org/wiki/side_issue#English
sift out,verb,https://en.wiktionary.org/wiki/sift_out#English
sigh of relief,noun,https://en.wiktionary.org/wiki/sigh_of_relief#English
sight to behold,noun,https://en.wiktionary.org/wiki/sight_to_behold#English
sight for sore eyes,noun,https://en.wiktionary.org/wiki/sight_for_sore_eyes#English
sight unseen,adjective,https://en.wiktionary.org/wiki/sight_unseen#English
sign in,verb,https://en.wiktionary.org/wiki/sign_in#English
sign off,noun,https://en.wiktionary.org/wiki/sign_off#English
sign of the times,noun,https://en.wiktionary.org/wiki/sign_of_the_times#English
sign on,noun,https://en.wiktionary.org/wiki/sign_on#English
sign on the dotted line,verb,https://en.wiktionary.org/wiki/sign_on_the_dotted_line#English
silent as the grave,adjective,https://en.wiktionary.org/wiki/silent_as_the_grave#English
silent treatment,noun,https://en.wiktionary.org/wiki/silent_treatment#English
silky smooth,adjective,https://en.wiktionary.org/wiki/silky_smooth#English
silly money,noun,https://en.wiktionary.org/wiki/silly_money#English
silly season,noun,https://en.wiktionary.org/wiki/silly_season#English
silver sheet,noun,https://en.wiktionary.org/wiki/silver_sheet#English
silver-lined,adjective,https://en.wiktionary.org/wiki/silver-lined#English
silver-tongued,adjective,https://en.wiktionary.org/wiki/silver-tongued#English
silver bullet,noun,https://en.wiktionary.org/wiki/silver_bullet#English
silver fox,noun,https://en.wiktionary.org/wiki/silver_fox#English
silver screen,noun,https://en.wiktionary.org/wiki/silver_screen#English
silver spoon,noun,https://en.wiktionary.org/wiki/silver_spoon#English
silver tongue,noun,https://en.wiktionary.org/wiki/silver_tongue#English
simmer down,verb,https://en.wiktionary.org/wiki/simmer_down#English
simple as kiss your hand,adjective,https://en.wiktionary.org/wiki/simple_as_kiss_your_hand#English
sin tax,noun,https://en.wiktionary.org/wiki/sin_tax#English
sing off the same hymn sheet,verb,https://en.wiktionary.org/wiki/sing_off_the_same_hymn_sheet#English
sing along,noun,https://en.wiktionary.org/wiki/sing_along#English
singe one's wings,verb,https://en.wiktionary.org/wiki/singe_one's_wings#English
sing from the same hymnbook,verb,https://en.wiktionary.org/wiki/sing_from_the_same_hymnbook#English
singing soprano,verb,https://en.wiktionary.org/wiki/singing_soprano#English
sing small,verb,https://en.wiktionary.org/wiki/sing_small#English
sing soprano,verb,https://en.wiktionary.org/wiki/sing_soprano#English
sing the praises of,verb,https://en.wiktionary.org/wiki/sing_the_praises_of#English
sink in,verb,https://en.wiktionary.org/wiki/sink_in#English
sinking ship,noun,https://en.wiktionary.org/wiki/sinking_ship#English
siren song,noun,https://en.wiktionary.org/wiki/siren_song#English
sit in,verb,https://en.wiktionary.org/wiki/sit_in#English
sit on one's ass,verb,https://en.wiktionary.org/wiki/sit_on_one's_ass#English
sit one's ass down,verb,https://en.wiktionary.org/wiki/sit_one's_ass_down#English
sit right,verb,https://en.wiktionary.org/wiki/sit_right#English
sit-by-the-fire,noun,https://en.wiktionary.org/wiki/sit-by-the-fire#English
sit back,verb,https://en.wiktionary.org/wiki/sit_back#English
sit in for,verb,https://en.wiktionary.org/wiki/sit_in_for#English
sit on,verb,https://en.wiktionary.org/wiki/sit_on#English
sit on it,verb,https://en.wiktionary.org/wiki/sit_on_it#English
sit on one's hands,verb,https://en.wiktionary.org/wiki/sit_on_one's_hands#English
sit on the fence,verb,https://en.wiktionary.org/wiki/sit_on_the_fence#English
sit still,verb,https://en.wiktionary.org/wiki/sit_still#English
sit through,verb,https://en.wiktionary.org/wiki/sit_through#English
sit tight,verb,https://en.wiktionary.org/wiki/sit_tight#English
sitting duck,noun,https://en.wiktionary.org/wiki/sitting_duck#English
sitting pretty,adjective,https://en.wiktionary.org/wiki/sitting_pretty#English
six and two threes,noun,https://en.wiktionary.org/wiki/six_and_two_threes#English
six feet under,adjective,https://en.wiktionary.org/wiki/six_feet_under#English
"six of one, half a dozen of the other",proverb,"https://en.wiktionary.org/wiki/six_of_one,_half_a_dozen_of_the_other#English"
six of the best,noun,https://en.wiktionary.org/wiki/six_of_the_best#English
sixth-rate,adjective,https://en.wiktionary.org/wiki/sixth-rate#English
six ways to Sunday,adverb,https://en.wiktionary.org/wiki/six_ways_to_Sunday#English
size queen,noun,https://en.wiktionary.org/wiki/size_queen#English
size up,verb,https://en.wiktionary.org/wiki/size_up#English
skate one's lane,verb,https://en.wiktionary.org/wiki/skate_one's_lane#English
skate over,verb,https://en.wiktionary.org/wiki/skate_over#English
skate on thin ice,verb,https://en.wiktionary.org/wiki/skate_on_thin_ice#English
skeleton at the feast,noun,https://en.wiktionary.org/wiki/skeleton_at_the_feast#English
skeleton crew,noun,https://en.wiktionary.org/wiki/skeleton_crew#English
skeleton in the closet,noun,https://en.wiktionary.org/wiki/skeleton_in_the_closet#English
skeleton in the cupboard,noun,https://en.wiktionary.org/wiki/skeleton_in_the_cupboard#English
ski-jump nose,noun,https://en.wiktionary.org/wiki/ski-jump_nose#English
skin and bones,noun,https://en.wiktionary.org/wiki/skin_and_bones#English
skin in the game,noun,https://en.wiktionary.org/wiki/skin_in_the_game#English
skip a beat,verb,https://en.wiktionary.org/wiki/skip_a_beat#English
skip out,verb,https://en.wiktionary.org/wiki/skip_out#English
skip rope,noun,https://en.wiktionary.org/wiki/skip_rope#English
skirt chaser,noun,https://en.wiktionary.org/wiki/skirt_chaser#English
skittles party,noun,https://en.wiktionary.org/wiki/skittles_party#English
skunk at a garden party,noun,https://en.wiktionary.org/wiki/skunk_at_a_garden_party#English
slam on the brakes,verb,https://en.wiktionary.org/wiki/slam_on_the_brakes#English
slam dunk,noun,https://en.wiktionary.org/wiki/slam_dunk#English
slanging match,noun,https://en.wiktionary.org/wiki/slanging_match#English
slap leather,verb,https://en.wiktionary.org/wiki/slap_leather#English
slap and tickle,noun,https://en.wiktionary.org/wiki/slap_and_tickle#English
slap on the wrist,noun,https://en.wiktionary.org/wiki/slap_on_the_wrist#English
slap someone around,verb,https://en.wiktionary.org/wiki/slap_someone_around#English
slave to fashion,noun,https://en.wiktionary.org/wiki/slave_to_fashion#English
sleep,noun,https://en.wiktionary.org/wiki/sleep#English
sleep a wink,verb,https://en.wiktionary.org/wiki/sleep_a_wink#English
sleep camel,noun,https://en.wiktionary.org/wiki/sleep_camel#English
sleep in,verb,https://en.wiktionary.org/wiki/sleep_in#English
sleeping giant,noun,https://en.wiktionary.org/wiki/sleeping_giant#English
sleeping at the switch,adjective,https://en.wiktionary.org/wiki/sleeping_at_the_switch#English
sleeping policeman,noun,https://en.wiktionary.org/wiki/sleeping_policeman#English
sleep on,verb,https://en.wiktionary.org/wiki/sleep_on#English
sleep rough,verb,https://en.wiktionary.org/wiki/sleep_rough#English
sleep together,verb,https://en.wiktionary.org/wiki/sleep_together#English
sleep with,verb,https://en.wiktionary.org/wiki/sleep_with#English
sleep with the fishes,verb,https://en.wiktionary.org/wiki/sleep_with_the_fishes#English
sleeveless errand,noun,https://en.wiktionary.org/wiki/sleeveless_errand#English
sleeves from one's vest,noun,https://en.wiktionary.org/wiki/sleeves_from_one's_vest#English
sleight of hand,noun,https://en.wiktionary.org/wiki/sleight_of_hand#English
slender reed,noun,https://en.wiktionary.org/wiki/slender_reed#English
sling off,verb,https://en.wiktionary.org/wiki/sling_off#English
sling one's hook,verb,https://en.wiktionary.org/wiki/sling_one's_hook#English
slip into,verb,https://en.wiktionary.org/wiki/slip_into#English
slip under the radar,verb,https://en.wiktionary.org/wiki/slip_under_the_radar#English
slip-up,noun,https://en.wiktionary.org/wiki/slip-up#English
slip of the pen,noun,https://en.wiktionary.org/wiki/slip_of_the_pen#English
slip of the tongue,noun,https://en.wiktionary.org/wiki/slip_of_the_tongue#English
slippery as an eel,adjective,https://en.wiktionary.org/wiki/slippery_as_an_eel#English
slip someone's mind,verb,https://en.wiktionary.org/wiki/slip_someone's_mind#English
slip through the cracks,verb,https://en.wiktionary.org/wiki/slip_through_the_cracks#English
slip up,verb,https://en.wiktionary.org/wiki/slip_up#English
slop out,verb,https://en.wiktionary.org/wiki/slop_out#English
slop bowl,noun,https://en.wiktionary.org/wiki/slop_bowl#English
slow march,noun,https://en.wiktionary.org/wiki/slow_march#English
slow off the mark,adjective,https://en.wiktionary.org/wiki/slow_off_the_mark#English
slow on the uptake,adjective,https://en.wiktionary.org/wiki/slow_on_the_uptake#English
slow-walk,verb,https://en.wiktionary.org/wiki/slow-walk#English
slow burn,adjective,https://en.wiktionary.org/wiki/slow_burn#English
slower than molasses,adjective,https://en.wiktionary.org/wiki/slower_than_molasses#English
slow up,verb,https://en.wiktionary.org/wiki/slow_up#English
slug away,verb,https://en.wiktionary.org/wiki/slug_away#English
slut's wool,noun,https://en.wiktionary.org/wiki/slut's_wool#English
small print,noun,https://en.wiktionary.org/wiki/small_print#English
small change,noun,https://en.wiktionary.org/wiki/small_change#English
small fry,noun,https://en.wiktionary.org/wiki/small_fry#English
small potatoes,noun,https://en.wiktionary.org/wiki/small_potatoes#English
small talk,noun,https://en.wiktionary.org/wiki/small_talk#English
small wonder,noun,https://en.wiktionary.org/wiki/small_wonder#English
smart chance,noun,https://en.wiktionary.org/wiki/smart_chance#English
smart arse,noun,https://en.wiktionary.org/wiki/smart_arse#English
smash hit,noun,https://en.wiktionary.org/wiki/smash_hit#English
smash up,verb,https://en.wiktionary.org/wiki/smash_up#English
smear campaign,noun,https://en.wiktionary.org/wiki/smear_campaign#English
smell blood,verb,https://en.wiktionary.org/wiki/smell_blood#English
smell like a tart's handbag,verb,https://en.wiktionary.org/wiki/smell_like_a_tart's_handbag#English
smell of the lamp,verb,https://en.wiktionary.org/wiki/smell_of_the_lamp#English
smell of the shop,verb,https://en.wiktionary.org/wiki/smell_of_the_shop#English
smell what someone is stepping in,verb,https://en.wiktionary.org/wiki/smell_what_someone_is_stepping_in#English
smell a rat,verb,https://en.wiktionary.org/wiki/smell_a_rat#English
smell like a rose,verb,https://en.wiktionary.org/wiki/smell_like_a_rose#English
smell of an oily rag,noun,https://en.wiktionary.org/wiki/smell_of_an_oily_rag#English
smell test,noun,https://en.wiktionary.org/wiki/smell_test#English
smell the barn,verb,https://en.wiktionary.org/wiki/smell_the_barn#English
smile from ear to ear,noun,https://en.wiktionary.org/wiki/smile_from_ear_to_ear#English
smoke-filled room,noun,https://en.wiktionary.org/wiki/smoke-filled_room#English
smoke like a chimney,verb,https://en.wiktionary.org/wiki/smoke_like_a_chimney#English
smoke out,verb,https://en.wiktionary.org/wiki/smoke_out#English
smoke signal,noun,https://en.wiktionary.org/wiki/smoke_signal#English
smoking gun,noun,https://en.wiktionary.org/wiki/smoking_gun#English
smooth down,verb,https://en.wiktionary.org/wiki/smooth_down#English
smooth sailing,noun,https://en.wiktionary.org/wiki/smooth_sailing#English
smuggler's bible,noun,https://en.wiktionary.org/wiki/smuggler's_bible#English
snake eyes,noun,https://en.wiktionary.org/wiki/snake_eyes#English
snake oil,noun,https://en.wiktionary.org/wiki/snake_oil#English
snap judgment,noun,https://en.wiktionary.org/wiki/snap_judgment#English
snap it up,verb,https://en.wiktionary.org/wiki/snap_it_up#English
snap out of,verb,https://en.wiktionary.org/wiki/snap_out_of#English
snap someone's head off,verb,https://en.wiktionary.org/wiki/snap_someone's_head_off#English
snatch defeat from the jaws of victory,verb,https://en.wiktionary.org/wiki/snatch_defeat_from_the_jaws_of_victory#English
snatch the pebble,verb,https://en.wiktionary.org/wiki/snatch_the_pebble#English
snatch victory from the jaws of defeat,verb,https://en.wiktionary.org/wiki/snatch_victory_from_the_jaws_of_defeat#English
sneck posset,noun,https://en.wiktionary.org/wiki/sneck_posset#English
snedging,noun,https://en.wiktionary.org/wiki/snedging#English
sneeze on the truth,verb,https://en.wiktionary.org/wiki/sneeze_on_the_truth#English
sniff test,noun,https://en.wiktionary.org/wiki/sniff_test#English
snip-snap,noun,https://en.wiktionary.org/wiki/snip-snap#English
snipe hunt,noun,https://en.wiktionary.org/wiki/snipe_hunt#English
snitches get stitches,proverb,https://en.wiktionary.org/wiki/snitches_get_stitches#English
snot-nosed,adjective,https://en.wiktionary.org/wiki/snot-nosed#English
snow out,verb,https://en.wiktionary.org/wiki/snow_out#English
snowball's chance in hell,noun,https://en.wiktionary.org/wiki/snowball's_chance_in_hell#English
snowed under,adjective,https://en.wiktionary.org/wiki/snowed_under#English
snow job,noun,https://en.wiktionary.org/wiki/snow_job#English
snow on the mountaintop,noun,https://en.wiktionary.org/wiki/snow_on_the_mountaintop#English
snow on the rooftop,noun,https://en.wiktionary.org/wiki/snow_on_the_rooftop#English
snuggle bunny,noun,https://en.wiktionary.org/wiki/snuggle_bunny#English
soaked to the skin,adjective,https://en.wiktionary.org/wiki/soaked_to_the_skin#English
soaking wet,adjective,https://en.wiktionary.org/wiki/soaking_wet#English
soak up,verb,https://en.wiktionary.org/wiki/soak_up#English
so be it,phrase,https://en.wiktionary.org/wiki/so_be_it#English
sob story,noun,https://en.wiktionary.org/wiki/sob_story#English
social ladder,noun,https://en.wiktionary.org/wiki/social_ladder#English
social death,noun,https://en.wiktionary.org/wiki/social_death#English
sock-knocking,adjective,https://en.wiktionary.org/wiki/sock-knocking#English
soda jerk,noun,https://en.wiktionary.org/wiki/soda_jerk#English
sod off,verb,https://en.wiktionary.org/wiki/sod_off#English
so far,adverb,https://en.wiktionary.org/wiki/so_far#English
so far so good,proverb,https://en.wiktionary.org/wiki/so_far_so_good#English
soften someone's cough,verb,https://en.wiktionary.org/wiki/soften_someone's_cough#English
soften the blow,verb,https://en.wiktionary.org/wiki/soften_the_blow#English
soften the ground,verb,https://en.wiktionary.org/wiki/soften_the_ground#English
soften up,verb,https://en.wiktionary.org/wiki/soften_up#English
soft Mick,proper noun,https://en.wiktionary.org/wiki/soft_Mick#English
soft sawder,noun,https://en.wiktionary.org/wiki/soft_sawder#English
soft shoe,adjective,https://en.wiktionary.org/wiki/soft_shoe#English
soft spot,noun,https://en.wiktionary.org/wiki/soft_spot#English
soft touch,noun,https://en.wiktionary.org/wiki/soft_touch#English
soft underbelly,noun,https://en.wiktionary.org/wiki/soft_underbelly#English
solo run,noun,https://en.wiktionary.org/wiki/solo_run#English
so long as,phrase,https://en.wiktionary.org/wiki/so_long_as#English
some pumpkins,noun,https://en.wiktionary.org/wiki/some_pumpkins#English
someone's heart is in,phrase,https://en.wiktionary.org/wiki/someone's_heart_is_in#English
someone's heart out,adverb,https://en.wiktionary.org/wiki/someone's_heart_out#English
someone's jaw dropped,phrase,https://en.wiktionary.org/wiki/someone's_jaw_dropped#English
some people,interjection,https://en.wiktionary.org/wiki/some_people#English
something like,adverb,https://en.wiktionary.org/wiki/something_like#English
something awful,adverb,https://en.wiktionary.org/wiki/something_awful#English
something is rotten in the state of Denmark,phrase,https://en.wiktionary.org/wiki/something_is_rotten_in_the_state_of_Denmark#English
somewhere over the rainbow,adverb,https://en.wiktionary.org/wiki/somewhere_over_the_rainbow#English
somewhere along the line,adverb,https://en.wiktionary.org/wiki/somewhere_along_the_line#English
so much for,phrase,https://en.wiktionary.org/wiki/so_much_for#English
son of Adam,noun,https://en.wiktionary.org/wiki/son_of_Adam#English
song and dance,noun,https://en.wiktionary.org/wiki/song_and_dance#English
son of the morning,noun,https://en.wiktionary.org/wiki/son_of_the_morning#English
sore-thumbish,adjective,https://en.wiktionary.org/wiki/sore-thumbish#English
sore point,noun,https://en.wiktionary.org/wiki/sore_point#English
sort out,verb,https://en.wiktionary.org/wiki/sort_out#English
sort of,adverb,https://en.wiktionary.org/wiki/sort_of#English
sort oneself out,verb,https://en.wiktionary.org/wiki/sort_oneself_out#English
so there,interjection,https://en.wiktionary.org/wiki/so_there#English
sound asleep,adjective,https://en.wiktionary.org/wiki/sound_asleep#English
soup-to-nuts,adjective,https://en.wiktionary.org/wiki/soup-to-nuts#English
soup sandwich,noun,https://en.wiktionary.org/wiki/soup_sandwich#English
sour note,noun,https://en.wiktionary.org/wiki/sour_note#English
sour stomach,noun,https://en.wiktionary.org/wiki/sour_stomach#English
sour grapes,noun,https://en.wiktionary.org/wiki/sour_grapes#English
southpaw,noun,https://en.wiktionary.org/wiki/southpaw#English
sow dragon's teeth,verb,https://en.wiktionary.org/wiki/sow_dragon's_teeth#English
space out,verb,https://en.wiktionary.org/wiki/space_out#English
spank the monkey,verb,https://en.wiktionary.org/wiki/spank_the_monkey#English
spare someone the details,verb,https://en.wiktionary.org/wiki/spare_someone_the_details#English
spare no effort,verb,https://en.wiktionary.org/wiki/spare_no_effort#English
spare someone's blushes,verb,https://en.wiktionary.org/wiki/spare_someone's_blushes#English
spare tire,noun,https://en.wiktionary.org/wiki/spare_tire#English
spare tyre,noun,https://en.wiktionary.org/wiki/spare_tyre#English
spark spread,noun,https://en.wiktionary.org/wiki/spark_spread#English
speak in circles,verb,https://en.wiktionary.org/wiki/speak_in_circles#English
speak someone's language,verb,https://en.wiktionary.org/wiki/speak_someone's_language#English
speak for,verb,https://en.wiktionary.org/wiki/speak_for#English
speak for oneself,verb,https://en.wiktionary.org/wiki/speak_for_oneself#English
speak of the devil,phrase,https://en.wiktionary.org/wiki/speak_of_the_devil#English
speak of the devil and he appears,proverb,https://en.wiktionary.org/wiki/speak_of_the_devil_and_he_appears#English
speak of the devil and he shall appear,phrase,https://en.wiktionary.org/wiki/speak_of_the_devil_and_he_shall_appear#English
speak one's mind,verb,https://en.wiktionary.org/wiki/speak_one's_mind#English
speak out,verb,https://en.wiktionary.org/wiki/speak_out#English
speak to,verb,https://en.wiktionary.org/wiki/speak_to#English
speak up,verb,https://en.wiktionary.org/wiki/speak_up#English
speak with a forked tongue,verb,https://en.wiktionary.org/wiki/speak_with_a_forked_tongue#English
spear carrier,noun,https://en.wiktionary.org/wiki/spear_carrier#English
special delivery,noun,https://en.wiktionary.org/wiki/special_delivery#English
special needs,noun,https://en.wiktionary.org/wiki/special_needs#English
spectator sport,noun,https://en.wiktionary.org/wiki/spectator_sport#English
"speech is silver, silence is golden",proverb,"https://en.wiktionary.org/wiki/speech_is_silver,_silence_is_golden#English"
speed merchant,noun,https://en.wiktionary.org/wiki/speed_merchant#English
speed up,verb,https://en.wiktionary.org/wiki/speed_up#English
Speedy Gonzales,noun,https://en.wiktionary.org/wiki/Speedy_Gonzales#English
spend a penny,verb,https://en.wiktionary.org/wiki/spend_a_penny#English
spic and span,adjective,https://en.wiktionary.org/wiki/spic_and_span#English
spick-and-span,adjective,https://en.wiktionary.org/wiki/spick-and-span#English
spick and span,adjective,https://en.wiktionary.org/wiki/spick_and_span#English
spiff up,verb,https://en.wiktionary.org/wiki/spiff_up#English
spill juice,verb,https://en.wiktionary.org/wiki/spill_juice#English
spill one's guts,verb,https://en.wiktionary.org/wiki/spill_one's_guts#English
spill one's seed,verb,https://en.wiktionary.org/wiki/spill_one's_seed#English
spill the beans,verb,https://en.wiktionary.org/wiki/spill_the_beans#English
spin out,verb,https://en.wiktionary.org/wiki/spin_out#English
spin a yarn,verb,https://en.wiktionary.org/wiki/spin_a_yarn#English
spin doctor,noun,https://en.wiktionary.org/wiki/spin_doctor#English
spine-tingling,adjective,https://en.wiktionary.org/wiki/spine-tingling#English
spin one's wheels,verb,https://en.wiktionary.org/wiki/spin_one's_wheels#English
spit feathers,verb,https://en.wiktionary.org/wiki/spit_feathers#English
spit in the ocean,noun,https://en.wiktionary.org/wiki/spit_in_the_ocean#English
spit in the wind,verb,https://en.wiktionary.org/wiki/spit_in_the_wind#English
spit into the wind,phrase,https://en.wiktionary.org/wiki/spit_into_the_wind#English
spit nails,verb,https://en.wiktionary.org/wiki/spit_nails#English
spit out,verb,https://en.wiktionary.org/wiki/spit_out#English
spitstick,noun,https://en.wiktionary.org/wiki/spitstick#English
spitting distance,noun,https://en.wiktionary.org/wiki/spitting_distance#English
splash down,noun,https://en.wiktionary.org/wiki/splash_down#English
splice the mainbrace,verb,https://en.wiktionary.org/wiki/splice_the_mainbrace#English
split on a rock,verb,https://en.wiktionary.org/wiki/split_on_a_rock#English
split one's sides,verb,https://en.wiktionary.org/wiki/split_one's_sides#English
split the difference,verb,https://en.wiktionary.org/wiki/split_the_difference#English
split hairs,noun,https://en.wiktionary.org/wiki/split_hairs#English
split up,adjective,https://en.wiktionary.org/wiki/split_up#English
Spock ears,noun,https://en.wiktionary.org/wiki/Spock_ears#English
spoil someone rotten,verb,https://en.wiktionary.org/wiki/spoil_someone_rotten#English
spoilt for choice,adjective,https://en.wiktionary.org/wiki/spoilt_for_choice#English
spot check,noun,https://en.wiktionary.org/wiki/spot_check#English
spot of bother,noun,https://en.wiktionary.org/wiki/spot_of_bother#English
spread one's wings,verb,https://en.wiktionary.org/wiki/spread_one's_wings#English
spread the word,verb,https://en.wiktionary.org/wiki/spread_the_word#English
spread out,adjective,https://en.wiktionary.org/wiki/spread_out#English
spring fever,noun,https://en.wiktionary.org/wiki/spring_fever#English
spring for,verb,https://en.wiktionary.org/wiki/spring_for#English
spring in one's step,noun,https://en.wiktionary.org/wiki/spring_in_one's_step#English
spring to life,verb,https://en.wiktionary.org/wiki/spring_to_life#English
spring to mind,verb,https://en.wiktionary.org/wiki/spring_to_mind#English
spruce up,verb,https://en.wiktionary.org/wiki/spruce_up#English
spur of the moment,noun,https://en.wiktionary.org/wiki/spur_of_the_moment#English
square on,adverb,https://en.wiktionary.org/wiki/square_on#English
square shooter,noun,https://en.wiktionary.org/wiki/square_shooter#English
square away,verb,https://en.wiktionary.org/wiki/square_away#English
square meal,noun,https://en.wiktionary.org/wiki/square_meal#English
square one,noun,https://en.wiktionary.org/wiki/square_one#English
square peg in a round hole,noun,https://en.wiktionary.org/wiki/square_peg_in_a_round_hole#English
squint like a bag of nails,verb,https://en.wiktionary.org/wiki/squint_like_a_bag_of_nails#English
stab in the dark,noun,https://en.wiktionary.org/wiki/stab_in_the_dark#English
stab in the back,noun,https://en.wiktionary.org/wiki/stab_in_the_back#English
stack up,verb,https://en.wiktionary.org/wiki/stack_up#English
staff of life,noun,https://en.wiktionary.org/wiki/staff_of_life#English
stage-door Johnny,noun,https://en.wiktionary.org/wiki/stage-door_Johnny#English
stage of the game,noun,https://en.wiktionary.org/wiki/stage_of_the_game#English
stage right,adverb,https://en.wiktionary.org/wiki/stage_right#English
staircase wit,noun,https://en.wiktionary.org/wiki/staircase_wit#English
stalking horse,noun,https://en.wiktionary.org/wiki/stalking_horse#English
stall for time,verb,https://en.wiktionary.org/wiki/stall_for_time#English
stand behind,verb,https://en.wiktionary.org/wiki/stand_behind#English
stand fast,interjection,https://en.wiktionary.org/wiki/stand_fast#English
stand fire,verb,https://en.wiktionary.org/wiki/stand_fire#English
stand in one's own light,verb,https://en.wiktionary.org/wiki/stand_in_one's_own_light#English
stand in the gap,verb,https://en.wiktionary.org/wiki/stand_in_the_gap#English
stand in the gate,verb,https://en.wiktionary.org/wiki/stand_in_the_gate#English
stand on one's head,verb,https://en.wiktionary.org/wiki/stand_on_one's_head#English
stand on someone's shoulders,verb,https://en.wiktionary.org/wiki/stand_on_someone's_shoulders#English
